word,selected_sentence,sentence_length,original_frequency,tokens,token_num
disparity,Plot This is a story of the disparity between two girl child from rich and poor section of the society.,20,22,"['▁dispar', 'ity']",2
adventurer,"He provided a positive review, stating that ""a must for any Ravenloft adventurer or DM.",15,22,"['▁advent', 'urer']",2
orchestration,Additional score recording and orchestration were done in April 2022.,10,22,"['▁orch', 'estr', 'ation']",3
tattoo,"However, he is discovered when the fake tattoo on his chest is washed away by the water.",17,22,"['▁t', 'atto', 'o']",3
philanthropy,"He was named one of the ""48 Heroes of Philanthropy"" in the Asia-Pacific Region by Forbes Asia Magazine in 2014.",20,22,"['▁phil', 'anth', 'ropy']",3
penis,"He then showed her his erected penis, which was strong and large.",12,22,"['▁pen', 'is']",2
secrecy,"Since the facility was built under strict secrecy, no civilian employees were allowed on the site.",16,22,"['▁secre', 'cy']",2
deterrent,"As such, disulfiram is sometimes used as a deterrent for alcoholics wishing to stay sober.",15,22,"['▁d', 'eter', 'rent']",3
incarceration,"They're to be more discriminating on who should be sent to prison, yet more laws are passed requiring mandatory incarceration.""",20,22,"['▁in', 'car', 'cer', 'ation']",4
susceptibility,Simple transactions use encryption techniques to avoid susceptibility to replay attacks.,11,22,"['▁sus', 'cept', 'ibility']",3
overthrow,"These revolutionary Islamist doctrines advocating violent overthrow of the existing political order, is seen as heretical by Quietist Salafis.",19,22,"['▁over', 'throw']",2
outfield,"He was good defensively, recording a .995 fielding percentage playing primarily at first base and at all three outfield positions.",20,22,"['▁out', 'field']",2
agonist,Acetamiprid is a nicotinic agonist that reacts with nicotinic acetylcholine receptors (nACh-R).,12,22,"['▁ag', 'on', 'ist']",3
classicist,"Along with the use of formal Renaissance and classicist models, he cultivated the medieval genres of vilancete, cantiga and trova.",20,22,"['▁classic', 'ist']",2
gardener,Green thumb means a natural talent for gardening or a gardener with such a talent.,15,22,"['▁gard', 'ener']",2
exist,"Targum to Ketuvim Western targumim exist on Sifrei Emet, on the Five Megillot and on Chronicles, i.e.",17,22,['▁exist'],1
alpha,BR1202-0725 (QSO 1202-07) refers to a quasar that the Lyman alpha emitting galaxy is near.,15,22,['▁alpha'],1
homestead,"In the 19th century, other bounty land and homestead laws were enacted to dispose of federal land.",17,22,"['▁hom', 'est', 'ead']",3
insane,"After Kageyama became insane, he faked his death and left his wife and son to stop his former friend.",19,22,"['▁ins', 'ane']",2
claw,The thickness of the hair sometimes even interferes with the operation and function of the claw.,16,22,"['▁cla', 'w']",2
amusement,Interspersed with these there are a number of stories which are intended to give context and amusement.,17,22,"['▁am', 'usement']",2
lantern,"Since the railroad industry was shrinking, its demand for lantern globes would diminish.",13,22,"['▁lan', 'tern']",2
guardianship,"Infinite Crisis and One Year Later Garrick and his wife, Joan, had guardianship of Bart Allen after Max Mercury's disappearance.",20,22,"['▁guard', 'ians', 'hip']",3
sclerosis,Gene regulatory network (GRN) plays a vital role to understand the disease mechanism across these three different multiple sclerosis classes.,20,22,"['▁s', 'cl', 'eros', 'is']",4
glaciation,See also Ice age Glacial period Last glacial period Timeline of glaciation Glaciology Pleistocene Interglacials,15,22,"['▁gla', 'ci', 'ation']",3
slap,It is considered unfair to hover one's hand too close to the pile and slap frequently.,16,22,"['▁s', 'lap']",2
atoll,"However, it is possible that Tongans may have first reached the atoll during the mid-13th century.",16,22,"['▁at', 'oll']",2
abbess,"After killing Grendel and his mother, a remorseful Eivor bids the abbess to heavily fictionalise the events of Grendel's death.",20,22,"['▁abb', 'ess']",2
mycologist,Taxonomy It was described in 1989 by the German mycologist Rolf Singer who classified it as Hiatulopsis aureoflava.,18,22,"['▁my', 'colog', 'ist']",3
ordinance,"Despite these concerns, the ordinance was passed, with supporters citing religious and moral reasons.",14,22,"['▁ordin', 'ance']",2
misuse,"Meanwhile, Jaya Prakash was unpopular among the local Newars due to his lavish misuse of the wealth of temples.",19,22,"['▁mis', 'use']",2
microsporus,Sporulation does not occur without the presence of both B. rhizoxinica and R. microsporus.,14,22,"['▁micro', 'sp', 'orus']",3
viceroy,"Alfonso Félix was the eldest son of Francesco Ferdinando d'Ávalos, governor of Milan and viceroy of Sicily, and Isabella Gonzaga.",20,22,"['▁vic', 'ero', 'y']",3
suitability,During this rotation the officer will work with senior detectives who will evaluate their performance and suitability for CI duties.,20,22,"['▁suit', 'ability']",2
q,Those who had pre-ordered the Nexus Q following its unveiling received the device at no cost.,16,22,['▁q'],1
suture,The teleoconch consists of five to six flat whorls with a marked suture between them.,15,22,"['▁s', 'uture']",2
ornithologist,", 18th Marquess Hachisuka, was a Japanese nobleman, ornithologist and aviculturist.",11,22,"['▁orn', 'ith', 'ologist']",3
heroin,"In the late 1960s, Barger began selling heroin and also developed an addiction to cocaine.",15,22,"['▁hero', 'in']",2
offshore,Comment from the British Geological Survey (BGS) suggested even more substantial shale gas potential offshore.,15,22,"['▁off', 'sh', 'ore']",3
gunpowder,"It is made with gunpowder tea (green tea leaves rolled into small balls), milk and baking soda.",17,22,"['▁gun', 'pow', 'der']",3
optimism,"Ryan Tedder, the band's lead singer, songwriter and producer, focused on lyrics about optimism, love, and overcoming past traumas.",19,22,"['▁optim', 'ism']",2
caller,"Communications tool adds caller ID, phone dialer, integration with mail software.",11,22,['▁caller'],1
thrombosis,"Deep vein thrombosis, proximal Deep vein thrombosis, distal Venous embolism, unspec.",11,22,"['▁th', 'rom', 'b', 'osis']",4
ja,"Helsinki: Aalto-yliopiston taiteiden ja suunnittelun korkeakoulu, median laitos: Musta Taide 2013 Puhto, Sanna; Suutari, Virpi.",15,22,['▁ja'],1
fibre,"contract with Mali's national telephone service, SOTELMA, to provide a fibre-optic network for the city of Bamako.",17,22,"['▁fib', 're']",2
moses,"The Moses Scroll: Reopening the Most Controversial Case in the History of Biblical Scholarship, Horeb Press, St. Francisville, LA.",19,22,"['▁m', 'oses']",2
infarction,"Pink to red/bloody: Traumatic tap, malignancy, pulmonary infarction, intestinal infarction, pancreatitis, trauma.",12,22,"['▁inf', 'ar', 'ction']",3
indoors,"Sources of exposure Indoor air Acetaldehyde is a potential contaminant in workplace, indoors, and ambient environments.",16,22,"['▁ind', 'o', 'ors']",3
pediment,A pediment surmounts the central section of the building facing Statue Square.,12,22,"['▁ped', 'iment']",2
easing,Most easing of restrictions has been by way of changes to the criteria of a country's movie classification system.,19,22,"['▁eas', 'ing']",2
shade,Costal border hoary with a very indistinct darker ochreous shade.,10,22,"['▁sh', 'ade']",2
appendix,"Death and legacy Nickerson died at his home in Dedham on May 17, 1893, of a burst appendix.",18,22,"['▁append', 'ix']",2
tear,An MRI the following day showed a tear of the UCL in the right elbow.,15,22,"['▁te', 'ar']",2
evans,Evans studied the history of prison architecture for his doctorate.,10,22,"['▁ev', 'ans']",2
nutrient,Nitrogen fixation creates compounds that help a plant to grow in otherwise low nutrient conditions.,15,22,"['▁nut', 'ri', 'ent']",3
necrosis,"The venom is a powerful hemotoxin which can cause swelling, necrosis, and severe pain.",14,22,"['▁ne', 'c', 'ros', 'is']",4
mustard,As ruminant feed Grazing wild mustard at growing and flowering stages is harmless for cattle and sheep.,17,22,"['▁must', 'ard']",2
sq,"The population density was 1,032.7 people per sq mi (398.6/km).",10,22,['▁sq'],1
stucco,Stock brick with channelled stucco ground floor; concealed slate roof.,10,22,"['▁st', 'u', 'cco']",3
merge,"In February 2016, Dalton announced that he considered the merge effort to be complete.",14,22,['▁merge'],1
butcher,"He then worked in a butcher's shop, as a civil service clerk, and in a shoe shop.",17,22,"['▁but', 'cher']",2
pleura,The visceral pleura follows the fissures of the lung and the root of the lung structures.,16,22,"['▁ple', 'ura']",2
escalator,"Pedestrians can still use the other escalator, albeit that these are permanently stopped and so function only as long staircases.",20,22,"['▁es', 'cal', 'ator']",3
coding,"In practice, this means that customization of the application can be done without new coding.",15,22,['▁coding'],1
humidity,"Monitored parameters include temperature, gas concentrations, liquid levels, voltages, pressure, rotation, humidity, weight, and many others.",16,22,"['▁hum', 'id', 'ity']",3
featuring,"Cruz also penned Jennifer Lopez's 2011 single ""I'm Into You"", featuring Lil Wayne.",13,22,['▁featuring'],1
saga,"Fry is also the author of The Jupiter Pirates, a young adult space fantasy saga.",15,22,"['▁s', 'aga']",2
ascension,They probably accompanied him from Gujarat to Ajmer at the time of his ascension.,14,22,"['▁asc', 'ension']",2
surround,"Themes on the album surround asking difficult questions of Christians on sexuality, race, and social justice.",16,22,"['▁surr', 'ound']",2
saddle,"(details in Bulgarian, basic data in English) External links Vladaya Saddle.",11,22,"['▁s', 'addle']",2
negligence,Basic speed laws are statutized reinforcements of the centuries-old common law negligence doctrine as specifically applied to vehicular speed.,19,22,"['▁neg', 'lig', 'ence']",3
enrolment,"As of August 2021, Yeronga State High School had an enrolment of 776 students;.",14,22,"['▁en', 'rol', 'ment']",3
midday,Mountains near the village of Bud in Norway were sighted at midday on 28 October.,15,22,"['▁m', 'idd', 'ay']",3
footpath,"Daily, three or four buses stop next to the footpath in front of the station entrance.",16,22,"['▁foot', 'path']",2
vengeance,It intensifies and then the soloist whirls up and down in sixteenth notes until the tutti arrives with vengeance.,19,22,"['▁ven', 'ge', 'ance']",3
academia,"Ultimately, Craig decided to pursue a career in academia rather than cricket.",12,22,"['▁academ', 'ia']",2
scenery,"At each end, passengers may be seated and view the scenery when the train is moving.",16,22,"['▁scen', 'ery']",2
methyl,These sources also release organic mercury compounds such as Methyl mercury.,11,22,"['▁m', 'eth', 'yl']",3
waterfront,"Waterfront condominiums, I-95 and its ramps, and other portions of the neighborhood are not included in any historic district.",19,22,"['▁water', 'front']",2
accountability,"The charter school was designed to ""provide opportunities, support, and accountability for parents in their homeschooling endeavors.""",17,22,"['▁account', 'ability']",2
laundering,"In August 2015, two former employees were acquitted in Austria on charges of fraud and money laundering.",17,22,"['▁la', 'und', 'ering']",3
competent,"In many European countries, freedom of information legislation provides the basis for requesting information from competent agencies and public bodies.",20,22,"['▁compet', 'ent']",2
supremacy,Bhakti yoga means to surrender to the supremacy of the Lord / Master in a child-like innocence.,17,22,"['▁supre', 'm', 'acy']",3
mosaic,"It is sometimes described as a ""mosaic"" incorporating a vast array of literary elements and devices, with a fragmented form.",20,22,"['▁m', 'osa', 'ic']",3
